product_id,legacy_product_code,sku,product_name,brand,department,category,supplier_id,launch_date,discontinue_date,standard_cost,list_price,product_status
PRD-00174,LEG-100173,AUR-000174,Pulse Outdoor Product 174,Aurelia Select,Sport & Lifestyle,Outdoor,SUP-035,2020-11-27,,66.33,81.23,Active
PRD-00175,LEG-100174,AUR-000175,Orion Men's Product 175,Orion,Fashion & Accessories,Men's Clothing,SUP-044,2024-08-22,,96.05,123.29,Active
PRD-00176,LEG-100175,AUR-000176,Luma Audio Product 176,Luma,Electronics & Accessories,Audio,SUP-052,2024-01-28,,125.39,208.41,Active
PRD-00177,LEG-100176,AUR-000177,Aurelia Select Men's Product 177,Nova,Fashion & Accessories,Men's Clothing,SUP-068,2023-07-03,,58.52,116.05,Active
PRD-00178,LEG-100177,AUR-000178,Pulse Bedding Product 178,Mira,Home & Living,Bedding,SUP-044,2024-01-25,,42.09,83.6,Active
PRD-00179,LEG-100178,AUR-000179,Orion Kitchen Product 179,Solara,Home & Living,Kitchen,SUP-011,2026-05-12,,44.28,67.93,Active
PRD-00180,LEG-100179,AUR-000180,Luma Men's Product 180,Aurelia Select,Fashion & Accessories,Men's Clothing,SUP-011,2023-12-19,,120.93,232.95,Active
PRD-00181,LEG-100180,AUR-000181,Pulse Computer Product 181,Mira,Electronics & Accessories,Computer Accessories,SUP-057,2021-12-12,,85.43,142.93,Active
PRD-00182,LEG-100181,AUR-000182,Vela Fragrance Product 182,Nova,Beauty & Personal Care,Fragrance,SUP-045,2021-06-03,2023-07-26,91.65,115.86,Discontinued
PRD-00183,LEG-100182,AUR-000183,Orion Skincare Product 183,Mira,Beauty & Personal Care,Skincare,SUP-068,2022-04-11,,57.89,76.29,Active
PRD-00184,LEG-100183,AUR-000184,Vela Audio Product 184,Pulse,Electronics & Accessories,Audio,SUP-008,2025-06-05,,177.2,324.11,Active
PRD-00185,LEG-100184,AUR-000185,Orion Men's Product 185,Vela,Fashion & Accessories,Men's Clothing,SUP-018,2022-01-31,,140.53,181.71,Active
PRD-00186,LEG-100185,AUR-000186,Solara Chargers Product 186,Nova,Electronics & Accessories,Chargers,SUP-001,2025-03-21,,25.4,33.59,Active
PRD-00187,LEG-100186,AUR-000187,Luma Cosmetics Product 187,Luma,Beauty & Personal Care,Cosmetics,SUP-049,2023-05-02,,52.68,64.72,Active
PRD-00188,LEG-100187,AUR-000188,Solara Outdoor Product 188,Nova,Sport & Lifestyle,Outdoor,SUP-051,2023-10-06,,102.1,132.07,Active
PRD-00189,LEG-100188,AUR-000189,Aurelia Select Bags Product 189,Mira,Fashion & Accessories,Bags,SUP-010,2025-11-23,,47.37,80.29,Active
PRD-00190,LEG-100189,AUR-000190,Pulse Computer Product 190,Pulse,Electronics & Accessories,Computer Accessories,SUP-038,2020-11-12,,32.39,53.98,Active
PRD-00191,LEG-100190,AUR-000191,Aurelia Select Bags Product 191,Solara,Fashion & Accessories,Bags,SUP-022,2021-12-08,,15.63,19.22,Active
PRD-00192,LEG-100191,AUR-000192,Solara Travel Product 192,Nova,Sport & Lifestyle,Travel,SUP-056,2025-07-06,,114.6,230.74,Active
PRD-00193,LEG-100192,AUR-000193,Pulse Men's Product 193,Pulse,Fashion & Accessories,Men's Clothing,SUP-068,2021-08-31,,25.57,37.97,Active
PRD-00194,LEG-100193,AUR-000194,Orion Bags Product 194,Solara,Fashion & Accessories,Bags,SUP-029,2021-10-04,,134.44,220.31,Active
PRD-00195,LEG-100194,AUR-000195,Nova Smart Product 195,Nova,Electronics & Accessories,Smart Devices,SUP-068,2024-12-25,2025-07-21,43.67,69.36,Discontinued
PRD-00196,LEG-100195,AUR-000196,Solara Outdoor Product 196,Solara,Sport & Lifestyle,Outdoor,SUP-019,2025-03-25,2027-06-16,65.17,97.41,Discontinued
PRD-00197,LEG-100196,AUR-000197,Luma Furniture Product 197,Orion,Home & Living,Furniture,SUP-026,2025-11-05,,41.21,72.62,Active
PRD-00198,LEG-100197,AUR-000198,Nova Home Product 198,Luma,Home & Living,Home Décor,SUP-064,2024-06-24,,24.59,32.62,Active
PRD-00199,LEG-100198,AUR-000199,Solara Cosmetics Product 199,Solara,Beauty & Personal Care,Cosmetics,SUP-020,2021-04-23,,68.22,92.0,Active
PRD-00200,LEG-100199,AUR-000200,Mira Skincare Product 200,Mira,Beauty & Personal Care,Skincare,SUP-039,2024-03-30,,14.83,29.96,Active
PRD-00201,LEG-100200,AUR-000201,Solara Audio Product 201,Nova,Electronics & Accessories,Audio,SUP-040,2022-06-28,,127.73,232.46,Active
PRD-00202,LEG-100201,AUR-000202,Aurelia Select Cosmetics Product 202,Aurelia Select,Beauty & Personal Care,Cosmetics,SUP-048,2025-02-11,,162.88,208.47,Active
PRD-00203,LEG-100202,AUR-000203,Nova Audio Product 203,Pulse,Electronics & Accessories,Audio,SUP-060,2025-12-09,,29.19,37.28,Active
PRD-00204,LEG-100203,AUR-000204,Mira Fitness Product 204,Vela,Sport & Lifestyle,Fitness,SUP-042,2021-05-19,,197.59,243.5,Active
PRD-00205,LEG-100204,AUR-000205,Luma Travel Product 205,Aurelia Select,Sport & Lifestyle,Travel,SUP-058,2026-06-08,,186.34,379.05,Active
PRD-00206,LEG-100205,AUR-000206,Nova Footwear Product 206,Luma,Fashion & Accessories,Footwear,SUP-006,2023-10-03,,70.52,118.56,Active
PRD-00207,LEG-100206,AUR-000207,Mira Bedding Product 207,Luma,Home & Living,Bedding,SUP-047,2023-10-26,,107.59,227.02,Active
PRD-00208,LEG-100207,AUR-000208,Pulse Chargers Product 208,Pulse,Electronics & Accessories,Chargers,SUP-044,2022-05-20,,103.13,151.57,Active
PRD-00209,LEG-100208,AUR-000209,Solara Fitness Product 209,Nova,Sport & Lifestyle,Fitness,SUP-043,2022-08-03,,69.1,121.94,Active
PRD-00210,LEG-100209,AUR-000210,Orion Bags Product 210,Orion,Fashion & Accessories,Bags,SUP-020,2021-04-20,,87.06,119.28,Active
PRD-00211,LEG-100210,AUR-000211,Luma Audio Product 211,Solara,Electronics & Accessories,Audio,SUP-040,2020-08-25,,57.9,80.75,Active
PRD-00212,LEG-100211,AUR-000212,Nova Haircare Product 212,Orion,Beauty & Personal Care,Haircare,SUP-049,2020-05-16,,21.34,34.04,Active
PRD-00213,LEG-100212,AUR-000213,Nova Smart Product 213,Pulse,Electronics & Accessories,Smart Devices,SUP-066,2023-01-29,,66.37,103.4,Active
PRD-00214,LEG-100213,AUR-000214,Solara Audio Product 214,Orion,Electronics & Accessories,Audio,SUP-024,2025-10-21,,57.06,89.62,Active
PRD-00215,LEG-100214,AUR-000215,Mira Kitchen Product 215,Vela,Home & Living,Kitchen,SUP-029,2020-09-22,,46.77,87.1,Active
PRD-00216,LEG-100215,AUR-000216,Nova Home Product 216,Orion,Home & Living,Home Décor,SUP-013,2024-01-13,,63.94,140.3,Active
PRD-00217,LEG-100216,AUR-000217,Solara Fitness Product 217,Luma,Sport & Lifestyle,Fitness,SUP-049,2026-06-15,,25.4,33.03,Active
PRD-00218,LEG-100217,AUR-000218,Luma Home Product 218,Luma,Home & Living,Home Décor,SUP-057,2025-05-13,,40.37,51.48,Active
PRD-00219,LEG-100218,AUR-000219,Solara Bags Product 219,Vela,Fashion & Accessories,Bags,SUP-057,2025-07-22,,36.95,48.69,Active
PRD-00220,LEG-100219,AUR-000220,Mira Sports Product 220,Vela,Sport & Lifestyle,Sports Accessories,SUP-069,2022-06-18,,43.89,86.96,Active
PRD-00221,LEG-100220,AUR-000221,Mira Kitchen Product 221,Vela,Home & Living,Kitchen,SUP-048,2023-11-03,,76.34,111.83,Active
PRD-00222,LEG-100221,AUR-000222,Mira Travel Product 222,Orion,Sport & Lifestyle,Travel,SUP-049,2020-04-13,,58.66,109.81,Active
PRD-00223,LEG-100222,AUR-000223,Luma Travel Product 223,Vela,Sport & Lifestyle,Travel,SUP-018,2021-05-11,2022-09-18,230.95,472.84,Discontinued
PRD-00224,LEG-100223,AUR-000224,Mira Audio Product 224,Solara,Electronics & Accessories,Audio,SUP-014,2021-09-26,,25.7,34.11,Active
PRD-00225,LEG-100224,AUR-000225,Orion Fitness Product 225,Nova,Sport & Lifestyle,Fitness,SUP-021,2025-10-10,,80.55,110.46,Active
PRD-00226,LEG-100225,AUR-000226,Luma Computer Product 226,Pulse,Electronics & Accessories,Computer Accessories,SUP-012,2024-08-31,,149.22,239.29,Active
PRD-00227,LEG-100226,AUR-000227,Solara Bedding Product 227,Aurelia Select,Home & Living,Bedding,SUP-054,2020-03-28,,14.64,19.25,Active
PRD-00228,LEG-100227,AUR-000228,Solara Bags Product 228,Vela,Fashion & Accessories,Bags,SUP-050,2026-03-06,,36.6,58.23,Active
PRD-00229,LEG-100228,AUR-000229,Vela Footwear Product 229,Aurelia Select,Fashion & Accessories,Footwear,SUP-041,2025-06-04,,48.48,78.01,Active
PRD-00230,LEG-100229,AUR-000230,Luma Footwear Product 230,Luma,Fashion & Accessories,Footwear,SUP-005,2022-11-08,,54.83,117.24,Active
PRD-00231,LEG-100230,AUR-000231,Luma Computer Product 231,Mira,Electronics & Accessories,Computer Accessories,SUP-058,2022-06-13,,172.98,227.76,Active
PRD-00232,LEG-100231,AUR-000232,Nova Fitness Product 232,Aurelia Select,Sport & Lifestyle,Fitness,SUP-033,2023-08-23,2024-06-26,51.34,63.47,Discontinued
PRD-00233,LEG-100232,AUR-000233,Pulse Home Product 233,Nova,Home & Living,Home Décor,SUP-037,2026-01-09,,101.54,170.66,Active
PRD-00234,LEG-100233,AUR-000234,Nova Kitchen Product 234,Aurelia Select,Home & Living,Kitchen,SUP-031,2024-05-04,,66.86,107.28,Active
PRD-00235,LEG-100234,AUR-000235,Nova Cosmetics Product 235,Nova,Beauty & Personal Care,Cosmetics,SUP-064,2021-03-25,,71.38,130.83,Active
PRD-00236,LEG-100235,AUR-000236,Vela Fitness Product 236,Luma,Sport & Lifestyle,Fitness,SUP-038,2024-06-24,2025-09-26,74.91,156.27,Discontinued
PRD-00237,LEG-100236,AUR-000237,Solara Skincare Product 237,Vela,Beauty & Personal Care,Skincare,SUP-054,2024-04-27,,142.51,270.9,Active
PRD-00238,LEG-100237,AUR-000238,Solara Furniture Product 238,Nova,Home & Living,Furniture,SUP-068,2024-02-03,,72.65,97.96,Active
PRD-00239,LEG-100238,AUR-000239,Pulse Fitness Product 239,Mira,Sport & Lifestyle,Fitness,SUP-006,2024-12-14,,27.07,46.38,Active
PRD-00240,LEG-100239,AUR-000240,Orion Fragrance Product 240,Aurelia Select,Beauty & Personal Care,Fragrance,SUP-046,2020-01-06,,45.65,57.27,Active
PRD-00241,LEG-100240,AUR-000241,Vela Footwear Product 241,Nova,Fashion & Accessories,Footwear,SUP-043,2025-03-05,,55.94,73.25,Active
PRD-00242,LEG-100241,AUR-000242,Solara Furniture Product 242,Solara,Home & Living,Furniture,SUP-023,2024-02-26,,84.08,119.79,Active
PRD-00243,LEG-100242,AUR-000243,Luma Cosmetics Product 243,Luma,Beauty & Personal Care,Cosmetics,SUP-009,2024-04-28,,118.31,205.46,Active
PRD-00244,LEG-100243,AUR-000244,Orion Skincare Product 244,Vela,Beauty & Personal Care,Skincare,SUP-006,2023-12-10,,75.52,108.94,Active
PRD-00245,LEG-100244,AUR-000245,Solara Furniture Product 245,Orion,Home & Living,Furniture,SUP-066,2023-11-01,,91.37,180.22,Active
PRD-00246,LEG-100245,AUR-000246,Orion Cosmetics Product 246,Aurelia Select,Beauty & Personal Care,Cosmetics,SUP-025,2020-04-06,,68.84,126.85,Active
PRD-00247,LEG-100246,AUR-000247,Aurelia Select Chargers Product 247,Solara,Electronics & Accessories,Chargers,SUP-035,2021-02-17,,44.18,76.72,Active
PRD-00248,LEG-100247,AUR-000248,Pulse Footwear Product 248,Pulse,Fashion & Accessories,Footwear,SUP-057,2021-12-26,,191.72,350.66,Active
PRD-00249,LEG-100248,AUR-000249,Luma Fragrance Product 249,Mira,Beauty & Personal Care,Fragrance,SUP-064,2023-11-15,,69.89,126.23,Active
PRD-00250,LEG-100249,AUR-000250,Nova Chargers Product 250,Pulse,Electronics & Accessories,Chargers,SUP-011,2023-05-06,,97.19,167.39,Active
PRD-00251,LEG-100250,AUR-000251,Orion Haircare Product 251,Solara,Beauty & Personal Care,Haircare,SUP-014,2021-09-12,2022-06-22,40.85,62.16,Discontinued
PRD-00252,LEG-100251,AUR-000252,Orion Footwear Product 252,Orion,Fashion & Accessories,Footwear,SUP-058,2024-10-25,2026-10-18,87.27,151.14,Discontinued
PRD-00253,LEG-100252,AUR-000253,Luma Travel Product 253,Mira,Sport & Lifestyle,Travel,SUP-045,2021-01-24,,23.0,30.8,Active
PRD-00254,LEG-100253,AUR-000254,Solara Skincare Product 254,Pulse,Beauty & Personal Care,Skincare,SUP-036,2025-02-10,,26.27,45.86,Active
PRD-00255,LEG-100254,AUR-000255,Pulse Women's Product 255,Solara,Fashion & Accessories,Women's Clothing,SUP-066,2021-11-04,,45.07,58.64,Active
PRD-00256,LEG-100255,AUR-000256,Luma Furniture Product 256,Mira,Home & Living,Furniture,SUP-005,2021-11-11,,68.12,91.42,Active
PRD-00257,LEG-100256,AUR-000257,Vela Furniture Product 257,Solara,Home & Living,Furniture,SUP-047,2023-10-29,,12.48,26.71,Active
PRD-00258,LEG-100257,AUR-000258,Luma Skincare Product 258,Mira,Beauty & Personal Care,Skincare,SUP-048,2024-01-04,,54.42,77.59,Active
PRD-00259,LEG-100258,AUR-000259,Nova Computer Product 259,Luma,Electronics & Accessories,Computer Accessories,SUP-068,2023-07-30,,62.92,111.1,Active
PRD-00260,LEG-100259,AUR-000260,Solara Computer Product 260,Orion,Electronics & Accessories,Computer Accessories,SUP-032,2020-02-25,,54.54,91.79,Active
PRD-00261,LEG-100260,AUR-000261,Luma Women's Product 261,Mira,Fashion & Accessories,Women's Clothing,SUP-067,2022-02-26,,95.96,190.4,Active
PRD-00262,LEG-100261,AUR-000262,Orion Skincare Product 262,Orion,Beauty & Personal Care,Skincare,SUP-058,2022-02-12,,89.03,151.91,Active
PRD-00263,LEG-100262,AUR-000263,Mira Kitchen Product 263,Vela,Home & Living,Kitchen,SUP-016,2026-04-09,,29.92,62.04,Active
PRD-00264,LEG-100263,AUR-000264,Mira Furniture Product 264,Luma,Home & Living,Furniture,SUP-057,2026-01-26,,74.16,136.24,Active
PRD-00265,LEG-100264,AUR-000265,Solara Footwear Product 265,Nova,Fashion & Accessories,Footwear,SUP-070,2024-02-11,,58.95,91.8,Active
PRD-00266,LEG-100265,AUR-000266,Luma Chargers Product 266,Luma,Electronics & Accessories,Chargers,SUP-047,2022-12-31,,60.64,85.05,Active
PRD-00267,LEG-100266,AUR-000267,Nova Outdoor Product 267,Vela,Sport & Lifestyle,Outdoor,SUP-018,2021-11-18,,74.54,111.53,Active
PRD-00268,LEG-100267,AUR-000268,Aurelia Select Bedding Product 268,Solara,Home & Living,Bedding,SUP-048,2021-06-09,2022-01-07,120.61,159.13,Discontinued
PRD-00269,LEG-100268,AUR-000269,Nova Haircare Product 269,Nova,Beauty & Personal Care,Haircare,SUP-040,2022-03-17,,75.08,147.35,Active
PRD-00270,LEG-100269,AUR-000270,Pulse Cosmetics Product 270,Pulse,Beauty & Personal Care,Cosmetics,SUP-010,2020-10-03,,47.57,61.21,Active
PRD-00271,LEG-100270,AUR-000271,Nova Kitchen Product 271,Mira,Home & Living,Kitchen,SUP-060,2022-07-25,,28.82,37.77,Active
PRD-00272,LEG-100271,AUR-000272,Luma Sports Product 272,Luma,Sport & Lifestyle,Sports Accessories,SUP-017,2021-11-26,2024-08-06,390.12,821.6,Discontinued
PRD-00273,LEG-100272,AUR-000273,Nova Skincare Product 273,Luma,Beauty & Personal Care,Skincare,SUP-039,2021-08-21,,49.11,93.12,Active
PRD-00274,LEG-100273,AUR-000274,Solara Home Product 274,Vela,Home & Living,Home Décor,SUP-045,2021-10-11,,41.02,52.69,Active
PRD-00275,LEG-100274,AUR-000275,Nova Sports Product 275,Orion,Sport & Lifestyle,Sports Accessories,SUP-026,2023-04-30,,86.25,130.03,Active
PRD-00276,LEG-100275,AUR-000276,Luma Sports Product 276,Orion,Sport & Lifestyle,Sports Accessories,SUP-069,2023-08-18,,95.25,164.64,Active
PRD-00277,LEG-100276,AUR-000277,Luma Men's Product 277,Luma,Fashion & Accessories,Men's Clothing,SUP-044,2024-06-28,,128.82,164.15,Active
PRD-00278,LEG-100277,AUR-000278,Aurelia Select Fitness Product 278,Nova,Sport & Lifestyle,Fitness,SUP-006,2024-10-12,,130.24,200.57,Active
PRD-00279,LEG-100278,AUR-000279,Vela Sports Product 279,Pulse,Sport & Lifestyle,Sports Accessories,SUP-004,2025-01-05,,83.0,145.29,Active
PRD-00280,LEG-100279,AUR-000280,Orion Fragrance Product 280,Mira,Beauty & Personal Care,Fragrance,SUP-032,2022-04-28,,21.13,40.95,Active
PRD-00281,LEG-100280,AUR-000281,Mira Fragrance Product 281,Nova,Beauty & Personal Care,Fragrance,SUP-008,2024-09-10,,98.31,181.08,Active
PRD-00282,LEG-100281,AUR-000282,Pulse Bedding Product 282,Mira,Home & Living,Bedding,SUP-060,2025-04-07,,46.14,60.18,Active
PRD-00283,LEG-100282,AUR-000283,Luma Kitchen Product 283,Solara,Home & Living,Kitchen,SUP-041,2022-01-08,2023-09-17,120.73,158.19,Discontinued
PRD-00284,LEG-100283,AUR-000284,Luma Computer Product 284,Solara,Electronics & Accessories,Computer Accessories,SUP-066,2020-07-27,,74.83,91.28,Active
PRD-00285,LEG-100284,AUR-000285,Solara Fitness Product 285,Vela,Sport & Lifestyle,Fitness,SUP-060,2022-11-13,,47.99,82.94,Active
PRD-00286,LEG-100285,AUR-000286,Mira Footwear Product 286,Vela,Fashion & Accessories,Footwear,SUP-019,2020-06-05,,50.96,66.56,Active
PRD-00287,LEG-100286,AUR-000287,Orion Women's Product 287,Pulse,Fashion & Accessories,Women's Clothing,SUP-054,2025-08-27,2027-02-05,45.42,87.86,Discontinued
PRD-00288,LEG-100287,AUR-000288,Solara Home Product 288,Solara,Home & Living,Home Décor,SUP-025,2022-08-04,,134.55,185.65,Active
PRD-00289,LEG-100288,AUR-000289,Mira Bedding Product 289,Mira,Home & Living,Bedding,SUP-040,2024-09-10,,51.31,94.59,Active
PRD-00290,LEG-100289,AUR-000290,Nova Skincare Product 290,Pulse,Beauty & Personal Care,skincare,SUP-065,2023-01-20,,13.45,18.1,Active
PRD-00291,LEG-100290,AUR-000291,Vela Haircare Product 291,Solara,Beauty & Personal Care,Haircare,SUP-007,2022-03-20,,88.51,112.29,Active
PRD-00292,LEG-100291,AUR-000292,Mira Footwear Product 292,Mira,Fashion & Accessories,Footwear,SUP-037,2021-02-27,,112.3,166.97,Active
PRD-00293,LEG-100292,AUR-000293,Nova Fitness Product 293,Pulse,Sport & Lifestyle,Fitness,SUP-018,2021-03-06,,66.08,114.29,Active
PRD-00294,LEG-100293,AUR-000294,Pulse Chargers Product 294,Solara,Electronics & Accessories,Chargers,SUP-006,2022-12-12,,54.65,119.05,Active
PRD-00295,LEG-100294,AUR-000295,Vela Skincare Product 295,Solara,Beauty & Personal Care,Skincare,SUP-037,2023-02-09,,20.24,27.41,Active
PRD-00296,LEG-100295,AUR-000296,Mira Bags Product 296,Orion,Fashion & Accessories,Bags,SUP-016,2024-04-23,,19.01,31.14,Active
PRD-00297,LEG-100296,AUR-000297,Pulse Furniture Product 297,Solara,Home & Living,Furniture,SUP-044,2023-01-18,2023-08-07,304.96,547.41,Discontinued
PRD-00298,LEG-100297,AUR-000298,Luma Sports Product 298,Vela,Sport & Lifestyle,Sports Accessories,SUP-066,2024-01-26,,24.42,38.16,Active
PRD-00299,LEG-100298,AUR-000299,Aurelia Select Skincare Product 299,Aurelia Select,Beauty & Personal Care,Skincare,SUP-018,2021-09-16,,51.45,100.07,Active
PRD-00300,LEG-100299,AUR-000300,Mira Computer Product 300,Luma,Electronics & Accessories,Computer Accessories,SUP-066,2020-11-13,,60.58,84.16,Active
PRD-00301,LEG-100300,AUR-000301,Solara Kitchen Product 301,Luma,Home & Living,Kitchen,SUP-051,2023-06-06,2024-09-25,99.31,174.34,Discontinued
PRD-00302,LEG-100301,AUR-000302,Solara Sports Product 302,Mira,Sport & Lifestyle,Sports Accessories,SUP-039,2020-01-03,,20.83,42.6,Active
PRD-00303,LEG-100302,AUR-000303,Solara Skincare Product 303,Solara,Beauty & Personal Care,Skincare,SUP-015,2020-08-16,,83.85,170.92,Active
PRD-00304,LEG-100303,AUR-000304,Aurelia Select Fragrance Product 304,Mira,Beauty & Personal Care,Fragrance,SUP-034,2023-02-01,,45.62,57.17,Active
PRD-00305,LEG-100304,AUR-000305,Aurelia Select Outdoor Product 305,Mira,Sport & Lifestyle,Outdoor,SUP-022,2021-12-23,,215.37,288.05,Active
PRD-00306,LEG-100305,AUR-000306,Luma Travel Product 306,Vela,Sport & Lifestyle,Travel,SUP-005,2024-06-18,,26.03,35.01,Active
PRD-00307,LEG-100306,AUR-000307,Vela Fitness Product 307,Aurelia Select,Sport & Lifestyle,Fitness,SUP-057,2024-04-12,,73.27,95.14,Active
PRD-00308,LEG-100307,AUR-000308,Luma Computer Product 308,Pulse,Electronics & Accessories,Computer Accessories,SUP-027,2025-08-26,,33.16,41.47,Active
PRD-00309,LEG-100308,AUR-000309,Aurelia Select Cosmetics Product 309,Luma,Beauty & Personal Care,Cosmetics,SUP-067,2022-10-01,,67.24,113.17,Active
PRD-00310,LEG-100309,AUR-000310,Mira Kitchen Product 310,Pulse,Home & Living,Kitchen,SUP-041,2021-05-07,2021-12-14,33.13,42.31,Discontinued
PRD-00311,LEG-100310,AUR-000311,Solara Bedding Product 311,Solara,Home & Living,Bedding,SUP-034,2020-10-03,,11.3,14.59,Active
PRD-00312,LEG-100311,AUR-000312,Vela Travel Product 312,Vela,Sport & Lifestyle,Travel,SUP-036,2024-07-18,,52.93,102.44,Active
PRD-00313,LEG-100312,AUR-000313,Vela Sports Product 313,Orion,Sport & Lifestyle,Sports Accessories,SUP-037,2023-06-16,,29.06,43.27,Active
PRD-00314,LEG-100313,AUR-000314,Solara Bedding Product 314,Mira,Home & Living,Bedding,SUP-045,2026-01-06,,36.46,60.12,Active
PRD-00315,LEG-100314,AUR-000315,Orion Sports Product 315,Nova,Sport & Lifestyle,Sports Accessories,SUP-070,2025-04-18,,24.88,39.15,Active
PRD-00316,LEG-100315,AUR-000316,Solara Cosmetics Product 316,Luma,Beauty & Personal Care,Cosmetics,SUP-038,2025-04-16,,11.03,16.24,Active
PRD-00317,LEG-100316,AUR-000317,Nova Footwear Product 317,Solara,Fashion & Accessories,Footwear,SUP-057,2022-08-12,,55.62,79.33,Active
PRD-00318,LEG-100317,AUR-000318,Vela Computer Product 318,Vela,Electronics & Accessories,Computer Accessories,SUP-069,2020-03-15,,161.79,323.89,Active
PRD-00319,LEG-100318,AUR-000319,Luma Chargers Product 319,Nova,Electronics & Accessories,Chargers,SUP-031,2023-11-15,,37.65,57.02,Active
PRD-00320,LEG-100319,AUR-000320,Vela Furniture Product 320,Vela,Home & Living,Furniture,SUP-007,2024-10-19,,40.91,86.16,Active
PRD-00321,LEG-100320,AUR-000321,Solara Bags Product 321,Mira,Fashion & Accessories,Bags,SUP-013,2022-07-28,,107.46,176.2,Active
PRD-00322,LEG-100321,AUR-000322,Luma Furniture Product 322,Pulse,Home & Living,Furniture,SUP-061,2022-06-06,,67.45,109.7,Active
PRD-00323,LEG-100322,AUR-000323,Orion Haircare Product 323,Solara,Beauty & Personal Care,Haircare,SUP-037,2022-02-08,,53.14,67.7,Active
PRD-00324,LEG-100323,AUR-000324,Vela Women's Product 324,Aurelia Select,Fashion & Accessories,Women's Clothing,SUP-023,2025-09-02,,109.9,162.56,Active
PRD-00325,LEG-100324,AUR-000325,Aurelia Select Haircare Product 325,Pulse,Beauty & Personal Care,Haircare,SUP-064,2021-05-29,,52.74,72.76,Active
PRD-00326,LEG-100325,AUR-000326,Aurelia Select Kitchen Product 326,Aurelia Select,Home & Living,Kitchen,SUP-039,2020-09-08,2022-09-06,86.79,144.9,Discontinued
PRD-00327,LEG-100326,AUR-000327,Solara Fitness Product 327,Orion,Sport & Lifestyle,Fitness,SUP-059,2020-09-06,,150.59,223.16,Active
PRD-00328,LEG-100327,AUR-000328,Luma Travel Product 328,Mira,Sport & Lifestyle,Travel,SUP-035,2026-01-26,,55.5,68.88,Active
PRD-00329,LEG-100328,AUR-000329,Solara Furniture Product 329,Luma,Home & Living,Furniture,SUP-059,2022-03-16,,70.43,86.93,Active
PRD-00330,LEG-100329,AUR-000330,Aurelia Select Smart Product 330,Solara,Electronics & Accessories,Smart Devices,SUP-038,2024-11-19,2026-08-26,13.33,20.58,Discontinued
PRD-00331,LEG-100330,AUR-000331,Luma Outdoor Product 331,Pulse,Sport & Lifestyle,Outdoor,SUP-055,2025-03-02,,21.57,43.6,Active
PRD-00332,LEG-100331,AUR-000332,Nova Sports Product 332,Pulse,Sport & Lifestyle,Sports Accessories,SUP-013,2024-05-31,,97.22,135.03,Active
PRD-00333,LEG-100332,AUR-000333,Mira Home Product 333,Solara,Home & Living,Home Décor,SUP-032,2021-01-20,,12.3,19.79,Active
PRD-00334,LEG-100333,AUR-000334,Pulse Footwear Product 334,Vela,Fashion & Accessories,Footwear,SUP-058,2025-08-05,,18.12,36.0,Active
PRD-00335,LEG-100334,AUR-000335,Orion Chargers Product 335,Aurelia Select,Electronics & Accessories,Chargers,SUP-034,2021-03-26,2022-08-07,56.68,83.18,Discontinued
PRD-00336,LEG-100335,AUR-000336,Aurelia Select Smart Product 336,Nova,Electronics & Accessories,Smart Devices,SUP-060,2025-04-30,,92.55,151.42,Active
PRD-00337,LEG-100336,AUR-000337,Pulse Smart Product 337,Orion,Electronics & Accessories,Smart Devices,SUP-016,2026-02-21,,27.18,41.01,Active
PRD-00338,LEG-100337,AUR-000338,Vela Chargers Product 338,Vela,Electronics & Accessories,Chargers,SUP-018,2022-06-06,,23.9,45.45,Active
PRD-00339,LEG-100338,AUR-000339,Mira Haircare Product 339,Solara,Beauty & Personal Care,Haircare,SUP-054,2024-10-19,2027-04-03,72.44,102.38,Discontinued
PRD-00340,LEG-100339,AUR-000340,Vela Travel Product 340,Vela,Sport & Lifestyle,Travel,SUP-011,2022-11-06,,71.04,109.55,Active
PRD-00341,LEG-100340,AUR-000341,Solara Travel Product 341,Nova,Sport & Lifestyle,Travel,SUP-015,2024-07-14,,36.87,54.18,Active
PRD-00342,LEG-100341,AUR-000342,Luma Men's Product 342,Luma,Fashion & Accessories,Men's Clothing,SUP-042,2026-04-25,,64.08,98.71,Active
PRD-00343,LEG-100342,AUR-000343,Nova Travel Product 343,Vela,Sport & Lifestyle,Travel,SUP-063,2023-06-07,,50.07,66.73,Active
PRD-00344,LEG-100343,AUR-000344,Aurelia Select Bags Product 344,Mira,Fashion & Accessories,Bags,SUP-017,2021-04-21,,25.73,54.8,Active
PRD-00345,LEG-100344,AUR-000345,Mira Travel Product 345,Aurelia Select,Sport & Lifestyle,Travel,SUP-060,2022-08-29,,200.67,253.97,Active
PRD-00346,LEG-100345,AUR-000346,Pulse Audio Product 346,Orion,Electronics & Accessories,Audio,SUP-001,2022-05-13,,364.13,622.1,Active
PRD-00347,LEG-100346,AUR-000347,Aurelia Select Furniture Product 347,Pulse,Home & Living,Furniture,SUP-045,2022-10-26,,74.24,119.32,Active
PRD-00348,LEG-100347,AUR-000348,Nova Women's Product 348,Mira,Fashion & Accessories,Women's Clothing,SUP-005,2021-05-03,,275.03,341.63,Active
PRD-00349,LEG-100348,AUR-000349,Luma Computer Product 349,Luma,Electronics & Accessories,Computer Accessories,SUP-054,2024-08-20,,50.58,62.97,Active
